brand,model,year,mileage,condition,color,owners_count,accident,month,price,days_to_sell,brand_encoded,model_encoded,color_encoded,age,mileage_per_year,is_premium_color,price_normalized
Lada,Niva Travel,2018,48498,7,Черный,1,1,1,241000,75,8,35,5,8,5388.666666666667,1,0.8511232697639604
Geely,Monjaro,2020,123980,1,Серый,1,0,7,673000,68,4,34,3,6,17711.428571428572,1,0.8203437242392396
Mercedes-Benz,C-Class,2013,284842,1,Серый,1,0,7,236000,58,10,8,3,13,20345.85714285714,1,0.28617852340398287
Hyundai,Creta,2019,115437,2,Синий,2,0,10,689000,82,6,16,4,7,14429.625,0,0.8094641469589885
Geely,Tugella,2012,326601,3,Красный,1,0,4,212000,66,4,57,1,14,21773.4,0,0.26270533299079685
Skoda,Octavia,2025,18994,7,Белый,1,1,10,1838000,53,12,36,0,1,9497.0,1,2.1028563784472625
Toyota,Camry,2018,92430,9,Красный,3,0,1,936000,50,13,13,1,8,10270.0,0,1.0591372325045958
Haval,F7x,2017,141337,10,Серый,2,0,1,804000,63,5,20,3,9,14133.7,1,1.0022972178139808
Chery,Arrizo 8,2018,171652,8,Белый,1,1,9,671000,72,2,6,0,8,19072.444444444445,1,0.8025440236870812
Kia,Sportage,2024,37056,3,Синий,1,0,2,1475000,76,7,50,4,2,12352.0,0,1.695932218526043
Toyota,Camry,2017,186498,5,Черный,2,1,10,470000,58,13,13,5,9,18649.8,1,0.5318317299969658
Volkswagen,Polo,2012,350000,10,Белый,1,0,11,358000,32,15,40,0,14,23333.333333333332,1,0.3916304459176655
Geely,Atlas Pro,2025,11623,5,Черный,1,0,6,1718000,44,4,7,5,1,5811.5,1,2.162734890308029
Geely,Atlas Pro,2020,108455,10,Серебристый,1,0,6,1269000,39,4,7,2,6,15493.57142857143,1,1.5975032455185616
Mercedes-Benz,C-Class,2019,143124,6,Серый,2,0,11,897000,56,10,8,3,7,17890.5,1,1.0877209131075112
Skoda,Octavia,2023,71898,9,Синий,1,0,2,1766000,37,12,36,4,3,17974.5,0,2.0204811557877393
Mercedes-Benz,E-Class,2017,184002,7,Черный,3,0,11,648000,55,10,18,5,9,18400.2,1,0.7102830965091804
Mazda,CX-30,2013,317313,7,Черный,1,1,2,296000,70,9,11,5,13,22665.214285714286,1,0.3410900514117022
Haval,F7,2013,156411,3,Красный,2,0,6,339000,63,5,19,1,13,11172.214285714286,0,0.4031807155522196
Geely,Tugella,2016,241462,7,Серебристый,1,1,12,393000,72,4,57,2,10,21951.090909090908,1,0.4869962069121847
Lada,Vesta,2016,235025,1,Красный,1,0,1,110000,84,8,60,1,10,21365.909090909092,0,0.3875201473635736
BMW,3 Series,2021,86601,4,Серый,2,0,5,1077000,59,0,1,3,5,14433.5,1,1.2602587346416938
Kia,Sorento,2019,103605,10,Серебристый,1,0,7,1317000,27,7,49,2,7,12950.625,1,1.4895339301578625
Mazda,CX-5,2016,77332,6,Белый,2,0,1,672000,57,9,12,0,10,7030.181818181818,1,0.8461135995303907
Mazda,CX-5,2020,79892,8,Красный,2,0,9,1174000,27,9,12,1,6,11413.142857142857,0,1.478180603941486
Mazda,CX-30,2012,210674,2,Красный,4,0,6,235000,67,9,11,1,14,14044.933333333332,0,0.27079784487077707
Nissan,X-Trail,2024,31941,8,Красный,1,0,2,1876000,28,11,61,1,2,10647.0,0,2.246860349724532
Mercedes-Benz,GLC,2023,71898,5,Серебристый,1,0,7,1507000,48,10,21,2,3,17974.5,1,1.8184975764073756
Skoda,Rapid,2021,105507,4,Красный,2,0,11,1097000,76,12,45,1,5,17584.5,0,1.291392841425847
Haval,F7x,2021,73865,1,Красный,1,1,1,633000,87,5,20,1,5,12310.833333333334,0,0.7891220632789178
BMW,5 Series,2013,230629,3,Серый,3,1,6,213000,89,0,2,3,13,16473.5,1,0.24639814912188454
Kia,Sportage,2017,186193,2,Красный,2,0,5,484000,55,7,50,1,9,18619.3,0,0.5564957245875287
Lada,Granta,2012,314414,6,Черный,1,1,4,79000,65,8,23,5,14,20960.933333333334,1,0.27888428851601654
BMW,5 Series,2022,50655,8,Серый,1,1,7,1405000,46,0,2,3,4,10131.0,1,1.6253023451467032
Toyota,RAV4,2011,223697,7,Черный,3,0,7,289000,47,13,43,5,15,13981.0625,1,0.3380493510833844
BMW,3 Series,2012,162990,7,Красный,2,0,12,389000,56,0,1,1,14,10866.0,0,0.4551909450098597
Chery,Arrizo 8,2012,286035,5,Красный,2,0,3,250000,43,2,6,1,14,19069.0,0,0.2990104410160511
Skoda,Kodiaq,2013,302165,7,Синий,2,0,10,319000,46,12,30,4,13,21583.214285714286,0,0.39372871293316253
Exeed,RX,2023,45025,2,Черный,1,1,2,872000,100,3,44,5,3,11256.25,1,1.0977044104329265
Haval,Dargo,2015,140643,7,Серебристый,1,1,11,458000,92,5,17,2,11,11720.25,1,0.5668113170638232
Haval,F7x,2014,182782,1,Красный,3,1,11,226000,100,5,20,1,12,14060.153846153846,0,0.2817402627188553
Lada,Niva Travel,2012,140303,8,Белый,3,0,2,147000,36,8,35,0,14,9353.533333333333,1,0.5191498782377684
Hyundai,Solaris,2011,271619,10,Красный,4,1,9,265000,59,6,48,1,15,16976.1875,0,0.32521873446112504
Hyundai,Santa Fe,2015,287915,7,Синий,3,0,6,392000,57,6,47,4,11,23992.916666666668,0,0.4544927536231884
BMW,X3,2013,350000,5,Серебристый,2,0,1,309000,49,0,62,2,13,25000.0,1,0.35153850237771994
Lada,Vesta,2014,128934,10,Черный,2,0,7,191000,38,8,60,5,12,9918.0,1,0.6728758922403869
Geely,Coolray,2017,217102,4,Красный,3,0,6,422000,92,4,14,1,9,21710.2,0,0.5330490914886834
Geely,Atlas Pro,2013,222102,6,Красный,4,0,10,294000,60,4,7,1,13,15864.42857142857,0,0.3701071348955533
Geely,Monjaro,2015,186153,5,Синий,3,0,2,443000,48,4,34,4,11,15512.75,0,0.5399885138751607
UAZ,Patriot,2018,104245,1,Серебристый,2,1,10,156000,104,14,38,2,8,11582.777777777777,1,0.5465776905744996
Exeed,LX,2022,99957,2,Красный,2,1,5,836000,69,3,31,1,4,19991.4,0,1.0611123826962692
Toyota,Corolla,2011,112303,8,Синий,4,0,3,425000,11,13,15,4,15,7018.9375,0,0.5043825895352511
Mercedes-Benz,GLC,2015,113242,4,Синий,1,0,11,531000,74,10,21,4,11,9436.833333333334,0,0.6407579383359764
Volkswagen,Passat,2025,16786,7,Серебристый,1,0,12,2265000,62,15,37,2,1,8393.0,1,2.6406220331902936
Mazda,6,2024,54571,5,Белый,1,0,5,1651000,32,9,3,0,2,18190.333333333332,1,1.9453364702222395
Hyundai,Tucson,2012,116783,3,Красный,4,0,10,336000,74,6,56,1,14,7785.533333333334,0,0.40596309426415783
Exeed,RX,2022,62427,5,Черный,2,1,8,1045000,75,3,44,5,4,12485.4,1,1.3154829230532206
Nissan,Almera,2015,246073,10,Серый,1,0,2,517000,30,11,4,3,11,20506.083333333332,1,0.5579707396462965
Changan,CS55,2017,65479,10,Синий,3,0,3,888000,33,1,10,4,9,6547.9,0,1.050470487596236
Mercedes-Benz,GLC,2019,108428,9,Черный,2,0,11,1072000,45,10,21,5,7,13553.5,1,1.2935828811603893
Toyota,RAV4,2018,158765,5,Белый,2,0,11,693000,45,13,43,0,8,17640.555555555555,1,0.8106166100373197
Chery,Tiggo 8,2015,233327,4,Черный,1,1,10,295000,92,2,54,5,11,19443.916666666668,1,0.35958456379968007
Changan,Alsvin,2025,14410,9,Красный,1,0,9,973000,39,1,5,1,1,7205.0,0,2.606615072138955
Chery,Tiggo 7 Pro,2018,187567,8,Черный,3,0,1,689000,41,2,53,5,8,20840.777777777777,1,0.8446525768646104
Mazda,CX-5,2014,245851,3,Серый,4,0,9,275000,56,9,12,3,12,18911.615384615383,1,0.34625184504591877
Changan,CS35 Plus,2015,137037,2,Серебристый,3,1,6,322000,78,1,9,2,11,11419.75,1,0.38606893266869785
UAZ,Profi,2012,179691,6,Серебристый,2,0,4,106000,35,14,41,2,14,11979.4,1,0.4183496321830467
Toyota,RAV4,2016,86263,7,Черный,3,0,10,771000,54,13,43,5,10,7842.090909090909,1,0.9018548432016933
Nissan,X-Trail,2015,265829,1,Черный,3,1,9,245000,79,11,61,5,11,22152.416666666668,1,0.2934332546282038
Toyota,Camry,2015,288828,9,Белый,2,0,8,454000,36,13,13,0,11,24069.0,1,0.5137268200396223
Changan,Alsvin,2013,215720,2,Серебристый,2,1,7,93000,83,1,5,2,13,15408.57142857143,1,0.2491420366998179
Changan,Alsvin,2015,90483,5,Синий,3,0,5,246000,43,1,5,4,11,7540.25,0,0.659020871270486
Mercedes-Benz,C-Class,2025,17806,7,Черный,1,0,8,2243000,46,10,8,5,1,8903.0,1,2.7199085931997184
Mercedes-Benz,GLC,2023,47836,4,Красный,1,0,5,1317000,60,10,21,1,3,11959.0,0,1.5892244911270828
UAZ,Pickup,2014,98990,9,Белый,4,0,4,190000,11,14,39,0,12,7614.615384615385,1,0.7254737389618526
Toyota,RAV4,2024,25380,10,Синий,1,0,1,2167000,54,13,43,4,2,8460.0,0,2.5347852726563804
Chery,Tiggo 8,2024,25517,10,Синий,1,0,7,2107000,41,2,54,4,2,8505.666666666666,0,2.5682870370370368
Toyota,Corolla,2015,231252,3,Красный,3,0,7,321000,55,13,15,1,11,19271.0,0,0.38095720291956614
Toyota,RAV4,2012,309760,9,Белый,4,0,3,348000,30,13,43,0,14,20650.666666666668,1,0.407062886425667
Changan,CS55,2014,149371,9,Красный,4,1,9,426000,58,1,10,1,12,11490.076923076924,0,0.5039419231035998
Chery,Tiggo 8,2023,65639,3,Синий,1,0,2,1218000,78,2,54,4,3,16409.75,0,1.484657622739018
UAZ,Hunter,2018,92845,7,Черный,3,0,12,277000,51,14,24,5,8,10316.111111111111,1,1.0545217368154833
UAZ,Pickup,2011,350000,5,Красный,4,0,7,72000,45,14,39,1,15,21875.0,0,0.2749163642381757
Kia,Rio,2023,44876,9,Белый,1,0,9,1844000,37,7,46,0,3,11219.0,1,2.1902573022427987
Haval,F7,2025,23135,2,Черный,1,0,1,1384000,77,5,19,5,1,11567.5,1,1.6460239242603893
Nissan,X-Trail,2012,303620,6,Черный,2,1,6,230000,64,11,61,5,14,20241.333333333332,1,0.27546795332443624
Hyundai,Solaris,2020,145505,3,Белый,2,1,2,679000,61,6,48,0,6,20786.428571428572,1,0.8332963045249203
Mazda,6,2025,11992,6,Серебристый,1,1,5,1750000,47,9,3,2,1,5996.0,1,2.0619859617740275
Geely,Monjaro,2016,130073,1,Белый,1,0,2,438000,75,4,34,0,10,11824.818181818182,1,0.533893835388985
Kia,Rio,2013,282046,3,Серый,4,1,3,205000,68,7,46,3,13,20146.14285714286,1,0.24349389748360833
Nissan,Qashqai,2011,212013,10,Серый,3,1,3,301000,25,11,42,3,15,13250.8125,1,0.3557180032027593
Hyundai,Santa Fe,2012,320928,2,Серебристый,1,0,11,233000,77,6,47,2,14,21395.2,1,0.27014492753623187
UAZ,Pickup,2018,148226,8,Красный,1,0,7,285000,43,14,39,1,8,16469.555555555555,0,1.088210608442779
Chery,Tiggo 7 Pro,2017,137452,6,Красный,3,0,9,661000,49,2,53,1,9,13745.2,0,0.8103270730152503
Exeed,VX,2016,127916,4,Белый,3,0,7,519000,73,3,59,0,10,11628.727272727272,1,0.659960621406144
Haval,Jolion,2022,29929,10,Красный,2,0,11,1168000,42,5,26,1,4,5985.8,0,1.9316259827525941
Hyundai,Santa Fe,2011,154144,4,Серый,3,0,3,295000,58,6,47,3,15,9634.0,1,0.34202898550724636
Lada,Niva Travel,2021,105546,7,Белый,1,1,7,352000,54,8,35,0,5,17591.0,1,1.2431344023108468
Hyundai,Solaris,2021,103338,6,Черный,1,0,5,1261000,26,6,48,5,5,17223.0,1,1.547550279831995
Lada,Niva Travel,2013,254121,5,Черный,2,1,8,75000,71,8,35,5,13,18151.5,1,0.2648723868560043
Kia,Sorento,2014,135484,5,Красный,2,1,2,381000,74,7,49,1,12,10421.846153846154,0,0.43091300485204675
Hyundai,Santa Fe,2016,127465,7,Белый,2,0,8,657000,22,6,47,0,10,11587.727272727272,1,0.7617391304347826
BMW,3 Series,2022,77285,8,Синий,1,1,11,1301000,57,0,1,4,4,15457.0,0,1.5223738289404305
Mercedes-Benz,GLC,2023,63468,2,Черный,1,0,12,1299000,62,10,21,5,3,15867.0,1,1.5675038830478971
Skoda,Octavia,2017,160341,8,Серый,2,0,4,781000,24,12,36,3,9,16034.1,1,0.8935423457928792
Exeed,LX,2011,350000,1,Серебристый,1,0,6,182000,78,3,31,2,15,21875.0,1,0.23100771967789593
Skoda,Rapid,2017,201473,2,Черный,1,0,9,492000,69,12,45,5,9,20147.3,1,0.5791843919612732
Mercedes-Benz,GLE,2019,80672,5,Черный,1,1,8,750000,55,10,22,5,7,10084.0,1,0.8259557487950342
Skoda,Octavia,2013,188655,9,Синий,4,0,3,434000,31,12,36,4,13,13475.357142857143,0,0.4965395365865679
Toyota,Corolla,2013,294906,9,Черный,1,0,7,381000,34,13,15,5,13,21064.714285714286,1,0.45216415673630744
Mercedes-Benz,C-Class,2021,10820,10,Синий,2,1,1,1294000,54,10,8,4,5,1803.3333333333333,0,1.5691313952743806
Haval,Dargo,2022,61399,2,Черный,1,0,10,1002000,89,5,17,5,4,12279.8,1,1.2400544534889757
Volkswagen,Polo,2016,111150,8,Синий,3,0,1,756000,40,15,40,4,10,10104.545454545454,0,0.8270184835579751
Hyundai,Creta,2024,46551,1,Красный,1,0,10,1330000,72,6,16,1,2,15517.0,0,1.5625360166262041
Toyota,RAV4,2021,72055,9,Синий,1,0,1,1545000,32,13,43,4,5,12009.166666666666,0,1.807218849217401
Exeed,VX,2015,118116,9,Серый,2,0,2,639000,50,3,59,3,11,9843.0,1,0.812552672598316
UAZ,Patriot,2020,124349,6,Белый,2,0,6,329000,51,14,38,0,6,17764.14285714286,1,1.1527183346090406
Mercedes-Benz,GLC,2020,66437,1,Черный,2,1,1,666000,97,10,21,5,6,9491.0,1,0.8036624989298687
Mazda,3,2025,13726,2,Красный,1,0,2,1636000,65,9,0,1,1,6863.0,0,1.8098003682597905
Mercedes-Benz,E-Class,2024,55188,2,Белый,1,1,5,1067000,58,10,18,0,2,18396.0,1,1.1695556542828633
Chery,Tiggo 8,2016,181558,9,Серый,1,0,12,661000,55,2,54,3,10,16505.272727272728,1,0.8057132090562322
Toyota,Land Cruiser Prado,2014,244424,4,Белый,3,0,5,314000,43,13,32,0,12,18801.846153846152,1,0.33515427875513126
Toyota,RAV4,2014,248425,10,Серый,2,0,6,474000,32,13,43,3,12,19109.615384615383,1,0.5544477246142706
Haval,F7,2022,66509,6,Белый,1,0,12,1372000,71,5,19,0,4,13301.8,1,1.6317520405240276
UAZ,Hunter,2013,210285,2,Черный,1,1,7,72000,97,14,24,5,13,15020.357142857143,1,0.27409951281846495
Mazda,6,2012,292449,2,Серый,2,1,11,181000,83,9,3,3,14,19496.6,1,0.21326826233205654
Lada,Niva Travel,2014,178376,9,Белый,4,1,1,143000,54,8,35,0,12,13721.23076923077,1,0.5050233509387815
Haval,F7x,2022,88863,5,Черный,2,0,4,1284000,37,5,20,5,4,17772.6,1,1.600683616508895
Chery,Tiggo 8,2014,119312,5,Белый,2,0,1,493000,66,2,54,0,12,9177.846153846154,1,0.6009328472991263
Kia,Sorento,2011,227430,10,Серый,1,0,5,323000,29,7,49,3,15,14214.375,1,0.36531469965147273
Exeed,VX,2025,25256,2,Серый,1,0,10,1454000,61,3,59,3,1,12628.0,1,1.8489070202784843
Changan,CS55,2013,136981,7,Черный,4,0,7,444000,48,1,10,5,13,9784.357142857143,1,0.525235243798118
Hyundai,Solaris,2022,47616,9,Серый,1,0,8,1813000,28,6,48,3,4,9523.2,1,2.2249870399170555
Kia,Rio,2015,216152,7,Синий,1,1,7,369000,50,7,46,4,11,18012.666666666668,0,0.438289015470495
Geely,Coolray,2012,253409,8,Серебристый,2,1,6,251000,30,4,14,2,14,16893.933333333334,1,0.31705052598023586
Geely,Tugella,2020,75136,6,Синий,1,1,8,847000,68,4,57,4,6,10733.714285714286,0,1.0495821558641742
Skoda,Kodiaq,2017,161068,6,Синий,3,1,6,529000,58,12,30,4,9,16106.8,0,0.6529231634534263
Exeed,VX,2012,350000,5,Серебристый,3,0,4,234000,35,3,59,2,14,23333.333333333332,1,0.2975544998247354
Chery,Tiggo 8,2025,13155,4,Серебристый,1,1,12,1403000,82,2,54,2,1,6577.5,1,1.7101598068167834
Geely,Atlas Pro,2013,174672,4,Серый,2,1,2,280000,87,4,7,3,13,12476.57142857143,1,0.35248298561481267
UAZ,Patriot,2019,91900,3,Синий,2,0,12,243000,84,14,38,4,7,11487.5,0,0.8513998641641243
Geely,Atlas Pro,2015,136164,4,Серый,1,0,4,458000,67,4,7,3,11,11347.0,1,0.5765614550413721
Mazda,CX-30,2016,206474,9,Серый,3,0,6,624000,32,9,11,3,10,18770.363636363636,1,0.7190547029760208
Toyota,Corolla,2023,62410,3,Серый,1,0,11,1311000,62,13,15,3,3,15602.5,1,1.555871940895798
Mercedes-Benz,GLE,2019,145877,6,Синий,2,0,5,858000,32,10,22,4,7,18234.625,0,0.9448933766215192
Hyundai,Creta,2011,228373,9,Синий,1,1,3,257000,33,6,16,4,15,14273.3125,0,0.3019336513330334
Changan,UNI-K,2022,93145,3,Серебристый,2,0,5,1178000,61,1,58,2,4,18629.0,1,1.4477873830538728
Nissan,Qashqai,2012,350000,8,Красный,1,1,10,266000,54,11,42,1,14,23333.333333333332,0,0.31435544469081056
UAZ,Hunter,2019,79032,4,Белый,1,0,2,307000,77,14,24,0,7,9879.0,1,1.1687298671565103
Skoda,Kodiaq,2023,53093,2,Серый,1,0,10,1317000,60,12,30,3,3,13273.25,1,1.625519482548511
Geely,Coolray,2015,235648,8,Красный,2,1,8,354000,59,4,14,1,11,19637.333333333332,0,0.44715492508766336
Mercedes-Benz,E-Class,2025,11902,5,Черный,1,1,8,1473000,57,10,18,5,1,5951.0,1,1.6145787054907759
Haval,F7,2025,17939,8,Серебристый,1,1,6,1760000,54,5,19,2,1,8969.5,1,2.093209614666391
Hyundai,Creta,2023,53912,4,Красный,1,0,10,1434000,78,6,16,1,3,13478.0,0,1.6847192840917118
BMW,3 Series,2024,36355,7,Белый,1,0,6,1885000,51,0,1,0,2,12118.333333333334,1,2.205745324790708
Skoda,Rapid,2024,39797,10,Серый,1,0,5,2300000,18,12,45,3,2,13265.666666666666,1,2.7075693120140825
Hyundai,Solaris,2012,112540,7,Синий,3,0,3,408000,37,6,48,4,14,7502.666666666667,0,0.5007141270193924
Mazda,CX-5,2025,20224,7,Черный,1,1,2,1784000,55,9,12,5,1,10112.0,1,2.2462301511342515
Mazda,CX-30,2014,227014,1,Красный,1,1,1,207000,92,9,11,1,12,17462.615384615383,0,0.23853256973723766
Exeed,VX,2021,85476,1,Черный,2,0,12,844000,66,3,59,5,5,14246.0,1,1.07323076005161
Lada,Vesta,2016,234584,8,Серебристый,2,0,7,165000,43,8,60,2,10,21325.81818181818,1,0.5812802210453604
Toyota,RAV4,2024,44045,1,Красный,1,0,2,1357000,61,13,43,1,2,14681.666666666666,0,1.5873113128725005
Haval,F7,2024,40490,7,Синий,1,0,1,1865000,69,5,19,4,2,13496.666666666666,0,2.2180885973595563
Exeed,TX,2024,20175,6,Белый,1,0,3,1789000,47,3,51,0,2,6725.0,1,2.216959572550534
Nissan,X-Trail,2011,206617,2,Синий,2,0,7,206000,52,11,61,4,15,12913.5625,0,0.2467234712384081
Geely,Tugella,2021,93753,3,Синий,2,1,12,763000,93,4,57,4,5,15625.5,0,0.945491363547066
Haval,Jolion,2024,36638,3,Красный,1,0,11,1014000,87,5,26,1,2,12212.666666666666,0,1.6769424199581595
Nissan,Almera,2022,69046,10,Красный,2,0,12,1733000,52,11,4,1,4,13809.2,0,1.870335187247644
Chery,Tiggo 8,2014,175914,7,Синий,2,0,1,433000,68,2,54,4,12,13531.846153846154,0,0.5277970038144456
Toyota,Camry,2012,308414,1,Серый,3,0,2,214000,73,13,13,3,14,20560.933333333334,1,0.24215317067946956
Chery,Tiggo 7 Pro,2012,153001,4,Черный,3,0,2,302000,72,2,53,5,14,10200.066666666668,1,0.3702250772323837
BMW,5 Series,2023,63032,4,Белый,1,0,1,1501000,85,0,2,0,3,15758.0,1,1.7363550320748766
Geely,Tugella,2019,96053,6,Серый,1,0,12,1011000,62,4,57,3,7,12006.625,1,1.2528070361023378
Skoda,Rapid,2017,160188,1,Белый,3,0,11,453000,74,12,45,0,9,16018.8,1,0.5332734340619041
Mazda,3,2016,158467,10,Черный,1,0,1,753000,51,9,0,5,10,14406.09090909091,1,0.8329949127748303
Geely,Tugella,2014,350000,7,Черный,3,0,5,337000,49,4,57,5,12,26923.076923076922,1,0.4176023453674459
Mercedes-Benz,C-Class,2015,134947,3,Красный,1,0,2,502000,75,10,8,1,11,11245.583333333334,0,0.6087356726644042
Chery,Tiggo 8,2021,36493,6,Серый,1,1,12,931000,71,2,54,3,5,6082.166666666667,1,1.1348245047372953
Hyundai,Solaris,2015,172612,4,Синий,1,1,8,362000,74,6,48,4,11,14384.333333333334,0,0.4442610636789708
Skoda,Karoq,2021,73611,1,Синий,2,1,5,677000,62,12,29,4,5,12268.5,0,0.7855561304460305
Mazda,CX-5,2014,86696,7,Синий,2,0,7,584000,45,9,12,4,12,6668.923076923077,0,0.7353130091156966
Skoda,Octavia,2022,97207,5,Черный,1,0,2,1308000,39,12,36,5,4,19441.4,1,1.4964832116479974
Volkswagen,Polo,2014,68381,2,Белый,1,0,9,460000,68,15,40,0,12,5260.076923076923,1,0.5032123048104081
Haval,F7x,2014,222275,7,Серый,2,0,2,378000,58,5,20,3,12,17098.076923076922,1,0.47122928897224475
Skoda,Karoq,2019,136814,8,Черный,2,0,4,962000,27,12,29,5,7,17101.75,1,1.116255535434389
Kia,Sportage,2023,53711,10,Серый,1,0,10,1914000,47,7,50,3,3,13427.75,1,2.200687638141591
Volkswagen,Tiguan,2014,209372,10,Серый,1,0,6,508000,27,15,55,3,12,16105.538461538461,1,0.5661495680094031
Kia,K5,2014,238144,9,Белый,2,1,1,358000,56,7,28,0,12,18318.76923076923,1,0.4062777545830645
Chery,Tiggo 8,2018,80508,8,Белый,1,0,11,958000,55,2,54,0,8,8945.333333333334,1,1.1677356343054017
Volkswagen,Tiguan,2023,47101,10,Серый,1,0,8,1871000,31,15,55,3,3,11775.25,1,2.08516897981416
Hyundai,Creta,2017,158977,4,Серебристый,1,0,1,593000,76,6,16,2,9,15897.7,1,0.6966795923754429
Haval,Jolion,2025,13548,5,Белый,1,0,10,1369000,64,5,26,0,1,6774.0,1,2.264037645880395
Exeed,RX,2011,350000,7,Черный,3,0,7,263000,49,3,44,5,15,21875.0,1,0.33107369259616937
BMW,3 Series,2023,45402,8,Серебристый,1,1,5,1487000,49,0,1,2,3,11350.5,1,1.74002296974206
Volkswagen,Passat,2020,131564,6,Серебристый,1,0,4,1027000,30,15,37,2,6,18794.85714285714,1,1.1973151558880493
Exeed,LX,2013,237389,2,Серебристый,4,1,5,177000,71,3,31,2,13,16956.35714285714,1,0.224661353752679
Chery,Tiggo 4,2022,61082,2,Черный,2,0,10,604000,90,2,52,5,4,12216.4,1,1.3075044404973357
Changan,UNI-K,2021,87585,6,Красный,1,0,3,1244000,39,1,58,1,5,14597.5,0,1.5289028051944122
Mercedes-Benz,GLC,2014,236555,10,Серый,3,1,10,391000,51,10,21,3,12,18196.53846153846,1,0.47181987549786586
Exeed,RX,2011,245552,10,Белый,3,0,2,306000,55,3,44,0,15,15347.0,1,0.38520361191797653
Volkswagen,Tiguan,2020,81277,7,Серый,1,0,12,1194000,76,15,55,3,6,11611.0,1,1.3306743783528097
BMW,3 Series,2017,197053,4,Серебристый,2,0,11,563000,80,0,1,2,9,19705.3,1,0.6587982057597712
Hyundai,Tucson,2014,190334,5,Белый,2,0,8,421000,58,6,56,0,12,14641.076923076924,1,0.508662091325031
Hyundai,Tucson,2019,162110,7,Серый,2,0,11,956000,42,6,56,3,7,20263.75,1,1.1550616610611157
Haval,Dargo,2024,28612,3,Красный,1,0,3,1288000,51,5,17,1,2,9537.333333333334,0,1.5940021318301403
UAZ,Pickup,2023,61061,2,Белый,1,0,4,425000,60,14,39,0,3,15265.25,1,1.622770205572565
UAZ,Profi,2025,22048,6,Белый,1,0,5,669000,36,14,41,0,1,11024.0,1,2.6403387163250778
Lada,Largus,2016,154859,4,Черный,1,0,5,171000,68,8,33,5,10,14078.09090909091,1,0.604742666432461
Lada,Niva Travel,2023,64209,10,Красный,1,0,7,629000,46,8,35,1,3,16052.25,0,2.221396417765689
Geely,Coolray,2022,55101,10,Синий,2,1,10,1413000,49,4,14,4,4,11020.2,0,1.7848302518329613
Changan,Alsvin,2018,164300,6,Красный,2,0,6,330000,52,1,5,1,8,18255.555555555555,0,0.8840523882896764
Kia,Sorento,2012,261792,9,Черный,1,0,3,367000,19,7,49,5,14,17452.8,1,0.4150789311829427
Nissan,Qashqai,2022,77260,4,Синий,1,1,7,949000,69,11,42,4,4,15452.0,0,1.121516229366839
Toyota,RAV4,2022,29719,3,Белый,2,0,1,1151000,95,13,43,0,4,5943.8,1,1.3463487996435137
Skoda,Octavia,2023,58483,10,Черный,1,0,4,2035000,18,12,36,5,3,14620.75,1,2.3282441404462344
Skoda,Rapid,2015,218601,8,Синий,3,0,7,447000,22,12,45,4,11,18216.75,0,0.5262102097696935
Haval,F7,2021,128575,2,Синий,1,0,2,792000,72,5,19,4,5,21429.166666666668,0,0.9419443265998759
Exeed,LX,2016,126887,8,Белый,2,0,8,645000,37,3,31,0,10,11535.181818181818,1,0.8186812043529829
Skoda,Karoq,2018,114348,3,Синий,3,0,3,706000,53,12,29,4,8,12705.333333333334,0,0.8192062453395828
Volkswagen,Polo,2025,18523,2,Серый,1,0,5,1481000,55,15,40,3,1,9261.5,1,1.620124833530901
Mazda,CX-30,2025,16059,5,Красный,1,0,9,1967000,50,9,11,1,1,8029.5,0,2.2666355781311425
UAZ,Hunter,2012,350000,10,Серый,4,0,11,111000,48,14,24,3,14,23333.333333333332,1,0.42257008226180015
Haval,Jolion,2015,269261,1,Серебристый,3,1,2,164000,90,5,26,2,11,22438.416666666668,1,0.27122145648238477
Geely,Tugella,2015,155733,9,Красный,2,1,10,458000,59,4,57,1,11,12977.75,0,0.5675426533480422
Hyundai,Solaris,2016,131111,3,Красный,2,0,1,563000,75,6,48,1,10,11919.181818181818,0,0.6909364056664656
Chery,Arrizo 8,2022,71276,5,Серый,1,1,4,968000,45,2,6,3,4,14255.2,1,1.15776842761415
Skoda,Karoq,2023,32262,8,Черный,1,0,6,1793000,44,12,29,5,3,8065.5,1,2.0805053794530766
Skoda,Kodiaq,2024,32146,1,Белый,1,1,11,988000,101,12,30,0,2,10715.333333333334,1,1.2194481767334313
Volkswagen,Jetta,2012,185732,3,Синий,2,0,7,274000,63,15,25,4,14,12382.133333333333,0,0.3198564412542501
Geely,Tugella,2011,338877,7,Белый,3,0,8,258000,63,4,57,0,15,21179.8125,1,0.3197074335454037
Geely,Coolray,2023,51093,3,Красный,1,1,6,1044000,100,4,14,1,3,12773.25,0,1.3187280841568376
Kia,Sorento,2020,188019,4,Синий,1,0,3,812000,53,7,49,4,6,26859.85714285714,0,0.9183762728080367
UAZ,Profi,2020,119237,6,Серый,2,0,4,356000,40,14,41,3,6,17033.85714285714,1,1.4050232929921191
Mercedes-Benz,GLE,2025,16095,3,Белый,1,0,1,1771000,84,10,22,0,1,8047.5,1,1.9503568414880075
Exeed,RX,2011,266317,9,Белый,1,1,5,245000,49,3,44,0,15,16644.8125,1,0.30841465660099426
Skoda,Rapid,2012,281689,3,Красный,1,1,8,188000,77,12,45,1,14,18779.266666666666,0,0.2213143611559337
